id,trial,inventory,first,success,results,t,second,third
2,17,6,3,0,-1,0,3.0,3.0
2,18,6,2,0,-1,0,4.0,5.0
2,19,6,4,0,-1,0,5.0,
2,20,6,0,0,-1,0,1.0,4.0
2,21,6,0,0,-1,0,3.0,4.0
2,22,6,3,0,-1,0,4.0,4.0
2,23,6,0,0,-1,0,2.0,3.0
2,24,6,0,0,-1,0,4.0,
2,25,6,1,0,-1,0,1.0,1.0
2,26,6,0,0,-1,0,5.0,
2,27,6,0,0,-1,0,0.0,
2,28,6,0,0,-1,0,0.0,1.0
2,29,6,2,0,-1,0,4.0,4.0
2,30,6,0,0,-1,0,3.0,
2,31,6,3,0,-1,0,3.0,4.0
2,32,6,2,0,-1,0,3.0,4.0
2,33,6,1,0,-1,0,4.0,
2,34,6,5,0,-1,0,5.0,
2,35,6,0,0,-1,0,4.0,5.0
2,36,6,0,0,-1,0,1.0,1.0
2,37,6,0,0,-1,0,1.0,2.0
2,38,6,2,0,-1,0,3.0,5.0
2,39,6,1,0,-1,0,4.0,4.0
2,40,6,3,0,-1,0,3.0,5.0
3,0,6,1,0,-1,0,1.0,4.0
3,1,6,2,0,-1,0,2.0,2.0
3,2,6,2,0,-1,0,,
3,3,6,1,0,-1,0,4.0,4.0
3,4,6,4,0,-1,0,4.0,5.0
3,5,6,4,0,-1,0,,
3,6,6,2,0,-1,0,5.0,5.0
3,7,6,2,0,-1,0,5.0,
3,8,6,3,0,-1,0,3.0,3.0
3,9,6,5,0,-1,0,5.0,
3,10,6,3,0,-1,0,5.0,5.0
3,11,6,2,0,-1,0,3.0,3.0
3,12,6,0,0,-1,0,2.0,5.0
3,13,6,0,0,-1,0,0.0,0.0
3,14,6,1,0,-1,0,2.0,2.0
3,15,6,2,0,-1,0,3.0,
3,16,6,0,0,-1,0,0.0,1.0
3,17,6,1,0,-1,0,4.0,5.0
3,18,6,0,0,-1,0,0.0,5.0
3,19,6,1,0,-1,0,1.0,2.0
3,20,6,5,0,-1,0,,
3,21,6,1,0,-1,0,3.0,4.0
3,22,6,2,0,-1,0,4.0,
3,23,6,2,0,-1,0,4.0,5.0
3,24,6,1,0,-1,0,3.0,
3,25,6,0,0,-1,0,0.0,4.0
3,26,6,0,0,-1,0,2.0,4.0
3,27,6,3,0,-1,0,4.0,
3,28,6,4,0,-1,0,5.0,5.0
3,29,6,4,0,-1,0,4.0,
3,30,6,1,0,-1,0,2.0,5.0
3,31,6,0,0,-1,0,3.0,
3,32,6,1,0,-1,0,1.0,
3,33,6,1,0,-1,0,,
3,34,6,0,0,-1,0,3.0,3.0
3,35,6,1,0,-1,0,1.0,5.0
3,36,6,0,0,-1,0,4.0,
3,37,6,3,0,-1,0,3.0,
3,38,6,0,0,-1,0,5.0,5.0
3,39,6,0,0,-1,0,,
3,40,6,4,0,-1,0,4.0,4.0
4,0,6,0,0,-1,0,5.0,
4,1,6,5,0,-1,0,5.0,5.0
4,2,6,0,0,-1,0,4.0,5.0
4,3,6,2,0,-1,0,3.0,4.0
4,4,6,2,0,-1,0,3.0,
4,5,6,4,0,-1,0,4.0,5.0
4,6,6,1,0,-1,0,5.0,5.0
4,7,6,1,0,-1,0,3.0,
4,8,6,0,0,-1,0,1.0,4.0
4,9,6,1,0,-1,0,1.0,1.0
4,10,6,1,0,-1,0,2.0,5.0
4,11,6,2,0,-1,0,3.0,3.0
4,12,6,2,0,-1,0,2.0,5.0
4,13,6,0,0,-1,0,2.0,
4,14,6,0,0,-1,0,2.0,5.0
4,15,6,0,0,-1,0,2.0,4.0
4,16,6,2,0,-1,0,4.0,5.0
4,17,6,0,0,-1,0,1.0,5.0
4,18,6,2,0,-1,0,2.0,2.0
4,19,6,0,0,-1,0,4.0,
4,20,6,4,0,-1,0,4.0,4.0
4,21,6,1,0,-1,0,1.0,3.0
4,22,6,3,0,-1,0,4.0,4.0
4,23,6,1,0,-1,0,3.0,5.0
4,24,6,3,0,-1,0,3.0,5.0
4,25,6,1,0,-1,0,2.0,2.0
4,26,6,0,0,-1,0,0.0,4.0
4,27,6,1,0,-1,0,5.0,
4,28,6,4,0,-1,0,4.0,
4,29,6,0,0,-1,0,1.0,3.0
4,30,6,2,0,-1,0,4.0,4.0
4,31,6,0,0,-1,0,2.0,3.0
4,32,6,3,0,-1,0,3.0,
4,33,6,0,0,-1,0,0.0,1.0
4,34,6,2,0,-1,0,,
4,35,6,1,0,-1,0,1.0,5.0
4,36,6,4,0,-1,0,5.0,
4,37,6,5,0,-1,0,5.0,
4,38,6,1,0,-1,0,2.0,3.0
4,39,6,5,0,-1,0,,
4,40,6,1,0,-1,0,4.0,5.0
5,0,6,0,0,-1,0,2.0,3.0
5,1,6,2,0,-1,0,4.0,
5,2,6,0,0,-1,0,2.0,2.0
5,3,6,2,0,-1,0,2.0,
5,4,6,1,0,-1,0,1.0,5.0
5,5,6,0,0,-1,0,4.0,5.0
5,6,6,0,0,-1,0,0.0,1.0
5,7,6,1,0,-1,0,,
5,8,6,3,0,-1,0,3.0,
5,9,6,1,0,-1,0,1.0,1.0
5,10,6,1,0,-1,0,1.0,4.0
5,11,6,1,0,-1,0,1.0,2.0
5,12,6,4,0,-1,0,5.0,5.0
5,13,6,5,0,-1,0,5.0,
5,14,6,0,0,-1,0,5.0,
5,15,6,4,0,-1,0,4.0,4.0
5,16,6,1,0,-1,0,2.0,4.0
5,17,6,1,0,-1,0,3.0,4.0
5,18,6,2,0,-1,0,3.0,4.0
5,19,6,3,0,-1,0,4.0,4.0
5,20,6,2,0,-1,0,2.0,5.0
5,21,6,1,0,-1,0,4.0,5.0
5,22,6,1,0,-1,0,5.0,
5,23,6,0,0,-1,0,0.0,2.0
5,24,6,5,0,-1,0,5.0,5.0
5,25,6,0,0,-1,0,3.0,3.0
5,26,6,2,0,-1,0,5.0,
5,27,6,1,0,-1,0,5.0,5.0
5,28,6,0,0,-1,0,1.0,4.0
5,29,6,0,0,-1,0,3.0,5.0
5,30,6,3,0,-1,0,3.0,5.0
5,31,6,0,0,-1,0,3.0,
5,32,6,3,0,-1,0,3.0,4.0
5,33,6,2,0,-1,0,5.0,5.0
5,34,6,1,0,-1,0,4.0,4.0
5,35,6,2,0,-1,0,3.0,
5,36,6,3,0,-1,0,4.0,
5,37,6,2,0,-1,0,2.0,3.0
5,38,6,3,0,-1,0,3.0,3.0
5,39,6,4,0,-1,0,,
5,40,6,0,0,-1,0,0.0,
6,0,6,0,0,-1,0,1.0,4.0
6,1,6,4,0,-1,0,,
6,2,6,0,0,-1,0,0.0,3.0
6,3,6,2,0,-1,0,4.0,5.0
6,4,6,0,0,-1,0,1.0,3.0
6,5,6,0,0,-1,0,1.0,1.0
6,6,6,2,0,-1,0,2.0,
6,7,6,0,0,-1,0,3.0,
6,8,6,0,0,-1,0,4.0,
6,9,6,0,0,-1,0,3.0,3.0
6,10,6,0,0,-1,0,0.0,5.0
6,11,6,3,0,-1,0,5.0,
6,12,6,4,0,-1,0,5.0,
6,13,6,1,0,-1,0,3.0,4.0
6,14,6,1,0,-1,0,1.0,
6,15,6,0,0,-1,0,2.0,3.0
6,16,6,3,0,-1,0,4.0,5.0
6,17,6,1,0,-1,0,2.0,3.0
6,18,6,0,0,-1,0,0.0,1.0
6,19,6,0,0,-1,0,3.0,5.0
6,20,6,2,0,-1,0,3.0,
6,21,6,4,0,-1,0,4.0,5.0
6,22,6,1,0,-1,0,3.0,5.0
6,23,6,2,0,-1,0,3.0,4.0
6,24,6,1,0,-1,0,1.0,5.0
6,25,6,3,0,-1,0,4.0,
6,26,6,0,0,-1,0,1.0,5.0
6,27,6,2,0,-1,0,5.0,5.0
6,28,6,1,0,-1,0,4.0,5.0
6,29,6,0,0,-1,0,0.0,4.0
6,30,6,2,0,-1,0,4.0,4.0
6,31,6,0,0,-1,0,1.0,2.0
6,32,6,1,0,-1,0,,
6,33,6,0,0,-1,0,,
6,34,6,5,0,-1,0,,
6,35,6,0,0,-1,0,0.0,0.0
6,36,6,5,0,-1,0,5.0,5.0
6,37,6,1,0,-1,0,3.0,
6,38,6,0,0,-1,0,2.0,2.0
6,39,6,1,0,-1,0,2.0,2.0
6,40,6,5,0,-1,0,5.0,
7,0,6,1,0,-1,0,2.0,4.0
7,1,6,0,0,-1,0,1.0,
7,2,6,0,0,-1,0,3.0,3.0
7,3,6,1,0,-1,0,5.0,5.0
7,4,6,3,0,-1,0,3.0,3.0
7,5,6,3,0,-1,0,3.0,4.0
7,6,6,2,0,-1,0,2.0,5.0
7,7,6,1,0,-1,0,,
7,8,6,0,0,-1,0,1.0,2.0
7,9,6,1,0,-1,0,4.0,4.0
7,10,6,1,0,-1,0,1.0,1.0
7,11,6,2,0,-1,0,5.0,5.0
7,12,6,1,0,-1,0,1.0,
7,13,6,2,0,-1,0,3.0,5.0
7,14,6,0,0,-1,0,0.0,2.0
7,15,6,2,0,-1,0,4.0,
7,16,6,3,0,-1,0,4.0,4.0
7,17,6,0,0,-1,0,4.0,
7,18,6,1,0,-1,0,3.0,3.0
7,19,6,0,0,-1,0,2.0,4.0
7,20,6,1,0,-1,0,3.0,5.0
7,21,6,1,0,-1,0,3.0,4.0
7,22,6,2,0,-1,0,3.0,
7,23,6,1,0,-1,0,2.0,3.0
7,24,6,0,0,-1,0,5.0,5.0
7,25,6,1,0,-1,0,4.0,5.0
7,26,6,1,0,-1,0,2.0,2.0
7,27,6,5,0,-1,0,5.0,5.0
7,28,6,3,0,-1,0,5.0,5.0
7,29,6,5,0,-1,0,5.0,
7,30,6,4,0,-1,0,4.0,5.0
7,31,6,1,0,-1,0,4.0,
7,32,6,2,0,-1,0,4.0,4.0
7,33,6,5,0,-1,0,,
7,34,6,0,0,-1,0,1.0,1.0
7,35,6,1,0,-1,0,1.0,5.0
7,36,6,0,0,-1,0,0.0,4.0
7,37,6,0,0,-1,0,1.0,5.0
7,38,6,1,0,-1,0,2.0,
7,39,6,1,0,-1,0,2.0,5.0
7,40,6,4,0,-1,0,5.0,
8,0,6,1,0,-1,0,1.0,1.0
8,1,6,0,0,-1,0,2.0,
8,2,6,3,0,-1,0,4.0,
8,3,6,0,0,-1,0,3.0,4.0
8,4,6,1,0,-1,0,1.0,2.0
8,5,6,1,0,-1,0,2.0,3.0
8,6,6,1,0,-1,0,,
8,7,6,1,0,-1,0,1.0,
8,8,6,2,0,-1,0,2.0,4.0
8,9,6,1,0,-1,0,3.0,4.0
8,10,6,0,0,-1,0,1.0,1.0
8,11,6,2,0,-1,0,3.0,
8,12,6,2,0,-1,0,2.0,5.0
8,13,6,4,0,-1,0,5.0,
8,14,6,0,0,-1,0,3.0,5.0
8,15,6,0,0,-1,0,5.0,
8,16,6,0,0,-1,0,4.0,
8,17,6,0,0,-1,0,0.0,2.0
8,18,6,1,0,-1,0,3.0,3.0
8,19,6,0,0,-1,0,5.0,5.0
8,20,6,3,0,-1,0,3.0,
8,21,6,5,0,-1,0,5.0,5.0
8,22,6,0,0,-1,0,0.0,
8,23,6,3,0,-1,0,5.0,
8,24,6,2,0,-1,0,,
8,25,6,0,0,-1,0,3.0,
8,26,6,1,0,-1,0,3.0,5.0
8,27,6,0,0,-1,0,2.0,2.0
8,28,6,3,0,-1,0,4.0,4.0
8,29,6,2,0,-1,0,4.0,
8,30,6,0,0,-1,0,1.0,3.0
8,31,6,3,0,-1,0,,
8,32,6,0,0,-1,0,1.0,4.0
8,33,6,4,0,-1,0,,
8,34,6,0,0,-1,0,3.0,3.0
8,35,6,1,0,-1,0,1.0,3.0
8,36,6,2,0,-1,0,2.0,
8,37,6,2,0,-1,0,2.0,3.0
8,38,6,0,0,-1,0,4.0,5.0
8,39,6,0,0,-1,0,4.0,4.0
8,40,6,0,0,-1,0,1.0,
9,0,6,0,0,-1,0,4.0,4.0
9,1,6,2,0,-1,0,3.0,5.0
9,2,6,3,0,-1,0,3.0,3.0
9,3,6,2,0,-1,0,3.0,4.0
9,4,6,1,0,-1,0,1.0,2.0
9,5,6,0,0,-1,0,2.0,3.0
9,6,6,1,0,-1,0,1.0,5.0
9,7,6,1,0,-1,0,1.0,3.0
9,8,6,0,0,-1,0,2.0,2.0
9,9,6,5,0,-1,0,,
9,10,6,1,0,-1,0,2.0,3.0
9,11,6,1,0,-1,0,4.0,
9,12,6,0,0,-1,0,0.0,0.0
9,13,6,1,0,-1,0,4.0,4.0
9,14,6,2,0,-1,0,2.0,
9,15,6,0,0,-1,0,5.0,5.0
9,16,6,0,0,-1,0,0.0,
9,17,6,4,0,-1,0,,
9,18,6,0,0,-1,0,3.0,4.0
9,19,6,1,0,-1,0,2.0,4.0
9,20,6,0,0,-1,0,0.0,2.0
9,21,6,0,0,-1,0,5.0,
9,22,6,2,0,-1,0,4.0,
9,23,6,3,0,-1,0,4.0,5.0
9,24,6,1,0,-1,0,1.0,
9,25,6,3,0,-1,0,3.0,4.0
9,26,6,3,0,-1,0,5.0,5.0
9,27,6,3,0,-1,0,4.0,4.0
9,28,6,0,0,-1,0,0.0,4.0
9,29,6,4,0,-1,0,4.0,5.0
9,30,6,3,0,-1,0,3.0,
9,31,6,0,0,-1,0,1.0,1.0
9,32,6,3,0,-1,0,,
9,33,6,2,0,-1,0,3.0,
9,34,6,0,0,-1,0,4.0,5.0
9,35,6,4,0,-1,0,5.0,
9,36,6,2,0,-1,0,2.0,2.0
9,37,6,1,0,-1,0,5.0,5.0
9,38,6,0,0,-1,0,1.0,3.0
9,39,6,0,0,-1,0,3.0,3.0
9,40,6,1,0,-1,0,2.0,
10,0,6,0,0,-1,0,3.0,3.0
10,1,6,2,0,-1,0,2.0,2.0
10,2,6,0,0,-1,0,1.0,
10,3,6,1,0,-1,0,2.0,5.0
10,4,6,2,0,-1,0,2.0,
10,5,6,0,0,-1,0,5.0,5.0
10,6,6,2,0,-1,0,4.0,4.0
10,7,6,2,0,-1,0,4.0,
10,8,6,0,0,-1,0,0.0,
10,9,6,0,0,-1,0,5.0,
10,10,6,1,0,-1,0,4.0,4.0
10,11,6,2,0,-1,0,2.0,5.0
10,12,6,2,0,-1,0,2.0,3.0
10,13,6,2,0,-1,0,,
10,14,6,1,0,-1,0,1.0,3.0
10,15,6,0,0,-1,0,0.0,0.0
10,16,6,0,0,-1,0,0.0,3.0
10,17,6,0,0,-1,0,0.0,2.0
10,18,6,0,0,-1,0,2.0,4.0
10,19,6,1,0,-1,0,4.0,5.0
10,20,6,3,0,-1,0,,
10,21,6,2,0,-1,0,2.0,4.0
10,22,6,4,0,-1,0,4.0,5.0
10,23,6,4,0,-1,0,,
10,24,6,0,0,-1,0,2.0,5.0
10,25,6,0,0,-1,0,3.0,
10,26,6,1,0,-1,0,2.0,4.0
10,27,6,0,0,-1,0,0.0,5.0
10,28,6,1,0,-1,0,1.0,1.0
10,29,6,1,0,-1,0,2.0,
10,30,6,0,0,-1,0,1.0,4.0
10,31,6,4,0,-1,0,5.0,5.0
10,32,6,4,0,-1,0,5.0,
10,33,6,1,0,-1,0,1.0,
10,34,6,5,0,-1,0,5.0,5.0
10,35,6,2,0,-1,0,3.0,
10,36,6,3,0,-1,0,5.0,5.0
10,37,6,1,0,-1,0,5.0,
10,38,6,0,0,-1,0,0.0,4.0
10,39,6,3,0,-1,0,4.0,
10,40,6,5,0,-1,0,5.0,
11,0,6,0,0,-1,0,5.0,
11,1,6,1,0,-1,0,3.0,4.0
11,2,6,0,0,-1,0,0.0,0.0
11,3,6,3,0,-1,0,3.0,5.0
11,4,6,1,0,-1,0,5.0,5.0
11,5,6,0,0,-1,0,3.0,
11,6,6,1,0,-1,0,1.0,
11,7,6,0,0,-1,0,3.0,3.0
11,8,6,1,0,-1,0,2.0,
11,9,6,0,0,-1,0,1.0,1.0
11,10,6,0,0,-1,0,2.0,4.0
11,11,6,0,0,-1,0,1.0,
11,12,6,2,0,-1,0,4.0,4.0
11,13,6,3,0,-1,0,5.0,5.0
11,14,6,1,0,-1,0,1.0,5.0
11,15,6,1,0,-1,0,1.0,1.0
11,16,6,0,0,-1,0,1.0,5.0
11,17,6,0,0,-1,0,0.0,3.0
11,18,6,0,0,-1,0,0.0,4.0
11,19,6,1,0,-1,0,5.0,
11,20,6,1,0,-1,0,1.0,2.0
11,21,6,2,0,-1,0,2.0,
11,22,6,0,0,-1,0,1.0,4.0
11,23,6,3,0,-1,0,4.0,
11,24,6,2,0,-1,0,,
11,25,6,4,0,-1,0,4.0,5.0
11,26,6,0,0,-1,0,0.0,5.0
11,27,6,1,0,-1,0,2.0,4.0
11,28,6,0,0,-1,0,1.0,3.0
11,29,6,0,0,-1,0,1.0,2.0
11,30,6,3,0,-1,0,5.0,
11,31,6,0,0,-1,0,3.0,5.0
11,32,6,0,0,-1,0,3.0,4.0
11,33,6,5,0,-1,0,5.0,
11,34,6,3,0,-1,0,4.0,4.0
11,35,6,0,0,-1,0,0.0,2.0
11,36,6,1,0,-1,0,3.0,5.0
11,37,6,0,0,-1,0,4.0,
11,38,6,1,0,-1,0,1.0,3.0
11,39,6,1,0,-1,0,2.0,2.0
11,40,6,1,0,-1,0,4.0,
12,0,6,0,0,-1,0,4.0,4.0
12,1,6,3,0,-1,0,3.0,4.0
12,2,6,1,0,-1,0,2.0,4.0
12,3,6,1,0,-1,0,4.0,4.0
12,4,6,3,0,-1,0,4.0,
12,5,6,1,0,-1,0,2.0,
12,6,6,0,0,-1,0,3.0,4.0
12,7,6,4,0,-1,0,4.0,
12,8,6,3,0,-1,0,4.0,4.0
12,9,6,2,0,-1,0,2.0,2.0
12,10,6,0,0,-1,0,1.0,3.0
12,11,6,1,0,-1,0,3.0,4.0
12,12,6,2,0,-1,0,3.0,3.0
12,13,6,2,0,-1,0,2.0,3.0
12,14,6,2,0,-1,0,3.0,4.0
12,15,6,0,0,-1,0,2.0,3.0
12,16,6,0,0,-1,0,2.0,
12,17,6,1,0,-1,0,4.0,5.0
12,18,6,0,0,-1,0,0.0,0.0
12,19,6,0,0,-1,0,2.0,5.0
12,20,6,1,0,-1,0,2.0,3.0
12,21,6,2,0,-1,0,2.0,5.0
12,22,6,0,0,-1,0,3.0,5.0
12,23,6,0,0,-1,0,1.0,
12,24,6,0,0,-1,0,2.0,4.0
12,25,6,4,0,-1,0,5.0,5.0
12,26,6,1,0,-1,0,3.0,3.0
12,27,6,0,0,-1,0,5.0,5.0
12,28,6,0,0,-1,0,5.0,
12,29,6,1,0,-1,0,1.0,2.0
12,30,6,0,0,-1,0,0.0,2.0
12,31,6,0,0,-1,0,1.0,4.0
12,32,6,5,0,-1,0,,
12,33,6,2,0,-1,0,2.0,4.0
12,34,6,0,0,-1,0,3.0,3.0
12,35,6,0,0,-1,0,4.0,5.0
12,36,6,1,0,-1,0,1.0,4.0
12,37,6,0,0,-1,0,1.0,2.0
12,38,6,1,0,-1,0,3.0,
12,39,6,2,0,-1,0,4.0,
12,40,6,0,0,-1,0,0.0,
13,0,6,0,0,-1,0,1.0,5.0
13,1,6,0,0,-1,0,1.0,2.0
13,2,6,1,0,-1,0,2.0,
13,3,6,0,0,-1,0,1.0,3.0
13,4,6,2,0,-1,0,4.0,4.0
13,5,6,4,0,-1,0,4.0,5.0
13,6,6,1,0,-1,0,4.0,4.0
13,7,6,1,0,-1,0,4.0,5.0
13,8,6,3,0,-1,0,3.0,5.0
13,9,6,1,0,-1,0,4.0,
13,10,6,0,0,-1,0,2.0,2.0
13,11,6,0,0,-1,0,3.0,4.0
13,12,6,2,0,-1,0,2.0,
13,13,6,1,0,-1,0,3.0,4.0
13,14,6,3,0,-1,0,3.0,3.0
13,15,6,3,0,-1,0,5.0,5.0
13,16,6,1,0,-1,0,2.0,5.0
13,17,6,0,0,-1,0,5.0,5.0
13,18,6,0,0,-1,0,4.0,
13,19,6,2,0,-1,0,3.0,3.0
13,20,6,3,0,-1,0,,
13,21,6,1,0,-1,0,3.0,3.0
13,22,6,0,0,-1,0,0.0,2.0
13,23,6,2,0,-1,0,2.0,3.0
13,24,6,4,0,-1,0,5.0,5.0
13,25,6,5,0,-1,0,5.0,5.0
13,26,6,0,0,-1,0,1.0,4.0
13,27,6,3,0,-1,0,4.0,4.0
13,28,6,2,0,-1,0,,
13,29,6,3,0,-1,0,4.0,
13,30,6,0,0,-1,0,2.0,
13,31,6,2,0,-1,0,3.0,4.0
13,32,6,0,0,-1,0,0.0,0.0
13,33,6,0,0,-1,0,0.0,
13,34,6,1,0,-1,0,1.0,5.0
13,35,6,1,0,-1,0,1.0,
13,36,6,0,0,-1,0,3.0,5.0
13,37,6,1,0,-1,0,1.0,4.0
13,38,6,0,0,-1,0,0.0,5.0
13,39,6,2,0,-1,0,3.0,
13,40,6,0,0,-1,0,5.0,
14,0,6,5,0,-1,0,5.0,5.0
14,1,6,0,0,-1,0,4.0,5.0
14,2,6,4,0,-1,0,,
14,3,6,0,0,-1,0,2.0,5.0
14,4,6,1,0,-1,0,1.0,5.0
14,5,6,1,0,-1,0,4.0,
14,6,6,5,0,-1,0,5.0,
14,7,6,0,0,-1,0,5.0,
14,8,6,0,0,-1,0,1.0,5.0
14,9,6,0,0,-1,0,2.0,2.0
14,10,6,1,0,-1,0,3.0,
14,11,6,0,0,-1,0,2.0,3.0
14,12,6,1,0,-1,0,2.0,5.0
14,13,6,3,0,-1,0,3.0,
14,14,6,1,0,-1,0,,
14,15,6,1,0,-1,0,2.0,2.0
14,16,6,1,0,-1,0,4.0,5.0
14,17,6,0,0,-1,0,3.0,3.0
14,18,6,2,0,-1,0,3.0,3.0
14,19,6,3,0,-1,0,4.0,4.0
14,20,6,1,0,-1,0,1.0,4.0
14,21,6,0,0,-1,0,3.0,
14,22,6,0,0,-1,0,2.0,
14,23,6,0,0,-1,0,1.0,
14,24,6,2,0,-1,0,2.0,2.0
14,25,6,0,0,-1,0,1.0,2.0
14,26,6,3,0,-1,0,3.0,5.0
14,27,6,2,0,-1,0,3.0,
14,28,6,1,0,-1,0,2.0,4.0
14,29,6,3,0,-1,0,4.0,5.0
14,30,6,1,0,-1,0,1.0,1.0
14,31,6,1,0,-1,0,2.0,
14,32,6,2,0,-1,0,2.0,4.0
14,33,6,2,0,-1,0,,
14,34,6,0,0,-1,0,0.0,0.0
14,35,6,3,0,-1,0,4.0,
14,36,6,0,0,-1,0,3.0,5.0
14,37,6,5,0,-1,0,,
14,38,6,1,0,-1,0,5.0,5.0
14,39,6,1,0,-1,0,2.0,3.0
14,40,6,0,0,-1,0,4.0,
15,0,6,0,0,-1,0,2.0,3.0
15,1,6,1,0,-1,0,4.0,5.0
15,2,6,2,0,-1,0,3.0,3.0
15,3,6,1,0,-1,0,2.0,4.0
15,4,6,1,0,-1,0,2.0,3.0
15,5,6,0,0,-1,0,1.0,3.0
15,6,6,1,0,-1,0,3.0,4.0
15,7,6,2,0,-1,0,3.0,
15,8,6,1,0,-1,0,1.0,5.0
15,9,6,0,0,-1,0,0.0,
15,10,6,0,0,-1,0,0.0,0.0
15,11,6,0,0,-1,0,3.0,3.0
15,12,6,0,0,-1,0,5.0,5.0
15,13,6,3,0,-1,0,3.0,3.0
15,14,6,2,0,-1,0,5.0,
15,15,6,2,0,-1,0,4.0,4.0
15,16,6,1,0,-1,0,4.0,
15,17,6,4,0,-1,0,4.0,
15,18,6,1,0,-1,0,3.0,
15,19,6,0,0,-1,0,4.0,
15,20,6,0,0,-1,0,3.0,5.0
15,21,6,0,0,-1,0,3.0,
15,22,6,0,0,-1,0,1.0,1.0
15,23,6,4,0,-1,0,5.0,
